Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0016020~membrane	48	39.66942148760331	0.011578106916932927	20335, 22339, 20499, 235293, 66212, 244864, 21366, 14694, 18552, 16573, 259302, 66913, 68813, 77590, 208677, 226778, 208613, 12317, 11745, 13627, 56334, 24056, 380863, 14732, 11520, 55949, 56615, 217517, 269275, 50934, 17993, 17311, 19876, 67695, 98238, 73130, 110954, 27176, 11858, 13418, 16525, 16007, 16403, 71949, 16423, 54326, 19735, 14645	121	8760	30060	1.361258915430771	0.9297158775900642	0.09427887060931096	0.08311426751083995
GOTERM_BP_DIRECT	GO:0006888~endoplasmic reticulum to Golgi vesicle-mediated transport	4	3.3057851239669422	0.012046727410445338	67397, 56334, 66913, 73130	117	122	29878	8.37270561860726	0.9999996917295094	0.3582538972858562	0.3544889007905319
GOTERM_CC_DIRECT	GO:0005604~basement membrane	4	3.3057851239669422	0.012108131025703992	22339, 373864, 16403, 64074	121	119	30060	8.35057990138204	0.9378064013816366	0.0951949611676038	0.08392187366091389
GOTERM_BP_DIRECT	GO:0050873~brown fat cell differentiation	3	2.479338842975207	0.012163834831047665	14077, 16403, 19735	117	43	29878	17.816338700059628	0.9999997337753097	0.3582538972858562	0.3544889007905319
UP_KW_BIOLOGICAL_PROCESS	KW-0444~Lipid biosynthesis	5	4.132231404958678	0.012588524314004961	235293, 14732, 71949, 54326, 21835	60	172	11227	5.439437984496124	0.526421424940742	0.5266798321398944	0.5266798321398944
GOTERM_BP_DIRECT	GO:0051726~regulation of cell cycle	5	4.132231404958678	0.013080972742625431	68026, 18148, 14694, 66214, 18519	117	233	29878	5.479989728916768	0.9999999156193764	0.37305526217111656	0.3691347137408623
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	5	4.132231404958678	0.013269548533168253	22339, 19876, 76884, 16403, 16007	117	234	29878	5.456570969391483	0.9999999333833105	0.37305526217111656	0.3691347137408623
GOTERM_CC_DIRECT	GO:0044297~cell body	4	3.3057851239669422	0.013271794710297035	14694, 19943, 14645, 17756	121	123	30060	8.079016327353356	0.9524621321490071	0.09856017711724084	0.08688857719546232
GOTERM_CC_DIRECT	GO:0042995~cell projection	12	9.917355371900827	0.01340072583611608	17311, 19876, 21366, 14694, 19652, 16525, 68813, 69387, 14645, 226778, 17756, 17427	121	1278	30060	2.3326737283203354	0.9538575671472899	0.09856017711724084	0.08688857719546232
GOTERM_BP_DIRECT	GO:0010811~positive regulation of cell-substrate adhesion	3	2.479338842975207	0.013837132791678424	16403, 16007, 64074	117	46	29878	16.654403567447044	0.9999999673055014	0.3754967201787429	0.37155051374194126
GOTERM_BP_DIRECT	GO:0016055~Wnt signaling pathway	5	4.132231404958678	0.01423844004826002	20378, 22417, 22418, 665113, 226778	117	239	29878	5.342416765010907	0.9999999802387701	0.3754967201787429	0.37155051374194126
GOTERM_MF_DIRECT	GO:0005109~frizzled binding	3	2.479338842975207	0.014308921808430193	22417, 22418, 56334	119	45	29205	16.361344537815125	0.9880206440600847	0.31377421394200494	0.30559768719433056
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	8	6.6115702479338845	0.014334804150872387	22339, 17311, 14694, 76884, 14456, 16007, 16423, 269275	117	657	29878	3.109497977077886	0.9999999824896549	0.3754967201787429	0.37155051374194126
GOTERM_BP_DIRECT	GO:0030308~negative regulation of cell growth	4	3.3057851239669422	0.014570608382036913	20720, 20378, 14694, 23892	117	131	29878	7.797481568473935	0.9999999869756004	0.3754967201787429	0.37155051374194126
GOTERM_BP_DIRECT	GO:0006414~translational elongation	3	2.479338842975207	0.01621351559932348	13627, 55949, 56040	117	50	29878	15.322051282051282	0.9999999983466925	0.40930854686455403	0.40500700190963146
GOTERM_MF_DIRECT	GO:0005125~cytokine activity	5	4.132231404958678	0.016247689791781494	22339, 17311, 22417, 22418, 23892	119	239	29205	5.134313139481734	0.9934546943530602	0.33253605107179457	0.32387061651617777
UP_KW_MOLECULAR_FUNCTION	KW-0694~RNA-binding	11	9.090909090909092	0.017481354752488777	268449, 18148, 15382, 20102, 22608, 20384, 19652, 67996, 67281, 269261, 19989	82	704	12229	2.330221036585366	0.5477942994879876	0.2001875706134581	0.19573895793315904
GOTERM_MF_DIRECT	GO:0051087~protein-folding chaperone binding	4	3.3057851239669422	0.017528156856624094	67397, 13418, 13032, 69387	119	135	29205	7.271708683473388	0.99561191939131	0.3363215096864748	0.3275574312581628
UP_KW_MOLECULAR_FUNCTION	KW-0699~rRNA-binding	3	2.479338842975207	0.017794450721196276	268449, 20102, 67281	82	31	12229	14.432336742722265	0.5542336751642574	0.2001875706134581	0.19573895793315904
UP_KW_BIOLOGICAL_PROCESS	KW-0879~Wnt signaling pathway	5	4.132231404958678	0.01785355363186083	20378, 22417, 22418, 665113, 226778	60	191	11227	4.898342059336824	0.6545392378396113	0.5266798321398944	0.5266798321398944
GOTERM_CC_DIRECT	GO:0043025~neuronal cell body	8	6.6115702479338845	0.018681777437403232	20720, 268977, 11745, 19876, 21366, 14694, 22608, 17756	121	674	30060	2.948721092772887	0.986427842620769	0.13310766424149803	0.11734491452868905
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	6	4.958677685950414	0.018787305395799075	20378, 14694, 16403, 16007, 269275, 20677	117	393	29878	3.8987407842369675	0.9999999999352818	0.44960061714079635	0.4448756308652666
GOTERM_BP_DIRECT	GO:0021891~olfactory bulb interneuron development	2	1.6528925619834711	0.01926340558485223	19876, 22418	117	5	29878	102.14700854700855	0.9999999999644946	0.44960061714079635	0.4448756308652666
GOTERM_BP_DIRECT	GO:1900086~positive regulation of peptidyl-tyrosine autophosphorylation	2	1.6528925619834711	0.01926340558485223	22339, 23892	117	5	29878	102.14700854700855	0.9999999999644946	0.44960061714079635	0.4448756308652666
GOTERM_BP_DIRECT	GO:0060029~convergent extension involved in organogenesis	2	1.6528925619834711	0.01926340558485223	20378, 22418	117	5	29878	102.14700854700855	0.9999999999644946	0.44960061714079635	0.4448756308652666
UP_KW_CELLULAR_COMPONENT	KW-0964~Secreted	19	15.702479338842975	0.01928212450019949	20720, 268977, 218877, 22339, 373864, 20378, 17311, 22417, 22418, 67305, 22608, 18552, 23892, 72043, 57875, 12317, 14456, 16007, 64074	112	1783	18500	1.7601754667093983	0.46369614390349256	0.15425699600159593	0.14461593375149617
GOTERM_CC_DIRECT	GO:0033116~endoplasmic reticulum-Golgi intermediate compartment membrane	3	2.479338842975207	0.01975540244768339	19876, 56334, 73130	121	54	30060	13.801652892561984	0.9894255863194878	0.1364918714567216	0.12032836036316245
GOTERM_BP_DIRECT	GO:0043547~positive regulation of GTPase activity	4	3.3057851239669422	0.020452915881572224	22417, 22418, 14694, 16403	117	149	29878	6.855503929329433	0.9999999999920874	0.46852327676860817	0.4635994266489704
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	5	4.132231404958678	0.02175826841689745	218877, 22339, 14694, 16403, 16007	117	272	29878	4.694255907491201	0.9999999999984797	0.475086002579083	0.4700931828268372
GOTERM_CC_DIRECT	GO:0048471~perinuclear region of cytoplasm	9	7.43801652892562	0.021896498840872355	268977, 68026, 12317, 14694, 18263, 76884, 22608, 16573, 665113	121	858	30060	2.6059064902040108	0.9935770066246455	0.14683534516820285	0.12944694902986303
GOTERM_BP_DIRECT	GO:0051496~positive regulation of stress fiber assembly	3	2.479338842975207	0.022846845909950293	22417, 66214, 16423	117	60	29878	12.768376068376067	0.9999999999996165	0.475086002579083	0.4700931828268372
GOTERM_BP_DIRECT	GO:0140013~meiotic nuclear division	2	1.6528925619834711	0.02307170890198866	22417, 22418	117	6	29878	85.12250712250713	0.9999999999997115	0.475086002579083	0.4700931828268372
GOTERM_BP_DIRECT	GO:1901164~negative regulation of trophoblast cell migration	2	1.6528925619834711	0.02307170890198866	12317, 269275	117	6	29878	85.12250712250713	0.9999999999997115	0.475086002579083	0.4700931828268372
GOTERM_BP_DIRECT	GO:0043516~regulation of DNA damage response, signal transduction by p53 class mediator	2	1.6528925619834711	0.02307170890198866	18148, 20677	117	6	29878	85.12250712250713	0.9999999999997115	0.475086002579083	0.4700931828268372
GOTERM_BP_DIRECT	GO:0051054~positive regulation of DNA metabolic process	2	1.6528925619834711	0.02307170890198866	11745, 18148	117	6	29878	85.12250712250713	0.9999999999997115	0.475086002579083	0.4700931828268372
GOTERM_BP_DIRECT	GO:0009887~animal organ morphogenesis	4	3.3057851239669422	0.02342784652976885	22417, 22418, 23892, 18514	117	157	29878	6.506178888344493	0.9999999999998163	0.475086002579083	0.4700931828268372
GOTERM_BP_DIRECT	GO:0009306~protein secretion	3	2.479338842975207	0.02428683577789492	67397, 52377, 56334	117	62	29878	12.356492969396196	0.9999999999999382	0.4845615460847745	0.47946914503457067
UP_SEQ_FEATURE	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2); alternate	6	4.958677685950414	0.024604466773246268	20103, 27176, 18148, 15382, 11837, 12142	114	322	22187	3.6265119320039227	0.999984287021387	1.0	1.0
GOTERM_BP_DIRECT	GO:0030326~embryonic limb morphogenesis	3	2.479338842975207	0.025763075631961625	22418, 23892, 18514	117	64	29878	11.970352564102564	0.9999999999999905	0.5058559453450243	0.5005397551352544
GOTERM_BP_DIRECT	GO:0033119~negative regulation of RNA splicing	2	1.6528925619834711	0.026865351165911412	68052, 27370	117	7	29878	72.96214896214897	0.9999999999999977	0.5112682983420371	0.5058952281088549
GOTERM_BP_DIRECT	GO:2000510~positive regulation of dendritic cell chemotaxis	2	1.6528925619834711	0.026865351165911412	12317, 14456	117	7	29878	72.96214896214897	0.9999999999999977	0.5112682983420371	0.5058952281088549
GOTERM_CC_DIRECT	GO:0030663~COPI-coated vesicle membrane	2	1.6528925619834711	0.027614392589381833	56334, 66913	121	7	30060	70.97992916174735	0.9983127360169112	0.17988804315368737	0.1585855117275928
GOTERM_BP_DIRECT	GO:0050766~positive regulation of phagocytosis	3	2.479338842975207	0.028044010587402524	12317, 14456, 16423	117	67	29878	11.434366628396477	0.9999999999999994	0.5256127438881352	0.5200889236209195
GOTERM_BP_DIRECT	GO:0007399~nervous system development	6	4.958677685950414	0.028532925656886303	20720, 22339, 19876, 665113, 269275, 20677	117	439	29878	3.490216692950178	0.9999999999999997	0.526794463247289	0.521258223940729
GOTERM_BP_DIRECT	GO:0007275~multicellular organism development	10	8.264462809917356	0.029219981190560438	20720, 22339, 20378, 22417, 19876, 22418, 208618, 14694, 12142, 18514	117	1111	29878	2.2985375460622985	0.9999999999999999	0.5308002977644852	0.5252219599545108
GOTERM_BP_DIRECT	GO:0045860~positive regulation of protein kinase activity	3	2.479338842975207	0.02960810068371017	18148, 14456, 16007	117	69	29878	11.102935711631364	0.9999999999999999	0.5308002977644852	0.5252219599545108
KEGG_PATHWAY	mmu03320:PPAR signaling pathway	4	3.3057851239669422	0.030191796697334235	57875, 14077, 11520, 13167	75	89	9718	5.823520599250937	0.989933511463034	1.0	1.0
GOTERM_BP_DIRECT	GO:0045836~positive regulation of meiotic nuclear division	2	1.6528925619834711	0.03064438833492205	22417, 22418	117	8	29878	63.84188034188035	1.0	0.5339029347929376	0.5282919904499237
GOTERM_BP_DIRECT	GO:0051964~negative regulation of synapse assembly	2	1.6528925619834711	0.03064438833492205	19876, 22418	117	8	29878	63.84188034188035	1.0	0.5339029347929376	0.5282919904499237
GOTERM_CC_DIRECT	GO:0031012~extracellular matrix	5	4.132231404958678	0.03213561787997124	268977, 22417, 22418, 16007, 64074	121	299	30060	4.15434368003538	0.9994169473115975	0.2035255799064845	0.17942386649650607
GOTERM_BP_DIRECT	GO:0048666~neuron development	3	2.479338842975207	0.032837818689173015	22339, 17993, 18514	117	73	29878	10.494555672637864	1.0	0.5641719683125975	0.5582429177159413
GOTERM_BP_DIRECT	GO:0042472~inner ear morphogenesis	3	2.479338842975207	0.03366595774556039	109205, 20378, 22418	117	74	29878	10.352737352737353	1.0	0.5704765716610712	0.5644812641173412
KEGG_PATHWAY	mmu04148:Efferocytosis	5	4.132231404958678	0.03413066407140067	12317, 18263, 14456, 16423, 18514	75	161	9718	4.024016563146998	0.9945329031281901	1.0	1.0
INTERPRO	IPR009030:Growth_fac_rcpt_cys_sf	4	3.3057851239669422	0.03433278369679478	268977, 18552, 14456, 16007	119	133	22137	5.594743160422063	0.9999999460033774	1.0	1.0
GOTERM_CC_DIRECT	GO:0032991~protein-containing complex	9	7.43801652892562	0.03531751398677423	268977, 20499, 12317, 18148, 22608, 18519, 14645, 110954, 17756	121	942	30060	2.373532663052061	0.9997248041950775	0.2176322483509331	0.19186000841463838
UP_KW_BIOLOGICAL_PROCESS	KW-0037~Angiogenesis	4	3.3057851239669422	0.03585084211804248	57875, 22339, 16423, 14645	60	138	11227	5.423671497584541	0.8839862808806258	0.7050665616548355	0.7050665616548355
GOTERM_BP_DIRECT	GO:0009749~response to glucose	3	2.479338842975207	0.03619887770430973	14732, 14645, 269275	117	77	29878	9.949383949383948	1.0	0.5900315294394093	0.5838307130427138
GOTERM_BP_DIRECT	GO:0048146~positive regulation of fibroblast proliferation	3	2.479338842975207	0.03705910529104295	17993, 22418, 14456	117	78	29878	9.821827744904668	1.0	0.5900315294394093	0.5838307130427138
GOTERM_BP_DIRECT	GO:0071363~cellular response to growth factor stimulus	3	2.479338842975207	0.03705910529104295	14694, 14456, 269275	117	78	29878	9.821827744904668	1.0	0.5900315294394093	0.5838307130427138
GOTERM_BP_DIRECT	GO:0016477~cell migration	5	4.132231404958678	0.037799428661669056	22339, 11858, 22418, 16423, 68813	117	324	29878	3.9408568112271816	1.0	0.5900315294394093	0.5838307130427138
GOTERM_BP_DIRECT	GO:0045669~positive regulation of osteoblast differentiation	3	2.479338842975207	0.03792717112496221	22339, 22417, 16007	117	79	29878	9.697500811424861	1.0	0.5900315294394093	0.5838307130427138
GOTERM_BP_DIRECT	GO:0031204~post-translational protein targeting to membrane, translocation	2	1.6528925619834711	0.03815887013351071	20335, 66212	117	10	29878	51.07350427350428	1.0	0.5900315294394093	0.5838307130427138
GOTERM_BP_DIRECT	GO:2000048~negative regulation of cell-cell adhesion mediated by cadherin	2	1.6528925619834711	0.03815887013351071	22339, 66214	117	10	29878	51.07350427350428	1.0	0.5900315294394093	0.5838307130427138
GOTERM_MF_DIRECT	GO:0008201~heparin binding	4	3.3057851239669422	0.038782314343882844	20720, 22339, 16007, 64074	119	184	29205	5.335221044939715	0.9999946755085279	0.6435924671493615	0.6268213279402575
GOTERM_MF_DIRECT	GO:0043184~vascular endothelial growth factor receptor 2 binding	2	1.6528925619834711	0.03968328498967878	22339, 23892	119	10	29205	49.08403361344538	0.999996007473024	0.6435924671493615	0.6268213279402575
GOTERM_MF_DIRECT	GO:0001786~phosphatidylserine binding	3	2.479338842975207	0.039831455621621714	11745, 14456, 226778	119	78	29205	9.43923723335488	0.9999961921961827	0.6435924671493615	0.6268213279402575
KEGG_PATHWAY	mmu04916:Melanogenesis	4	3.3057851239669422	0.04053674801314141	17311, 22417, 22418, 208677	75	100	9718	5.182933333333334	0.997985107650033	1.0	1.0
GOTERM_BP_DIRECT	GO:0007267~cell-cell signaling	3	2.479338842975207	0.040577673561069325	22417, 22418, 23892	117	82	29878	9.342714196372732	1.0	0.6096187098459743	0.6032120459591532
GOTERM_BP_DIRECT	GO:1902035~positive regulation of hematopoietic stem cell proliferation	2	1.6528925619834711	0.04189442561363941	17311, 22418	117	11	29878	46.43045843045844	1.0	0.6096187098459743	0.6032120459591532
GOTERM_BP_DIRECT	GO:0090037~positive regulation of protein kinase C signaling	2	1.6528925619834711	0.04189442561363941	22339, 22418	117	11	29878	46.43045843045844	1.0	0.6096187098459743	0.6032120459591532
GOTERM_BP_DIRECT	GO:0090331~negative regulation of platelet aggregation	2	1.6528925619834711	0.04189442561363941	20720, 72828	117	11	29878	46.43045843045844	1.0	0.6096187098459743	0.6032120459591532
GOTERM_BP_DIRECT	GO:0030154~cell differentiation	9	7.43801652892562	0.042277467950809694	20720, 22339, 20378, 22417, 19876, 22418, 18514, 269275, 20677	117	1005	29878	2.286873325679296	1.0	0.6096187098459743	0.6032120459591532
GOTERM_BP_DIRECT	GO:0045165~cell fate commitment	3	2.479338842975207	0.04238254571281632	22417, 22418, 12142	117	84	29878	9.12026862026862	1.0	0.6096187098459743	0.6032120459591532
GOTERM_CC_DIRECT	GO:0036464~cytoplasmic ribonucleoprotein granule	3	2.479338842975207	0.043609283979709125	20102, 11837, 19943	121	83	30060	8.979388628895748	0.9999615532023024	0.26165570387825476	0.2306701599979351
KEGG_PATHWAY	mmu04141:Protein processing in endoplasmic reticulum	5	4.132231404958678	0.04418225654450295	20335, 66212, 12317, 67397, 13418	75	175	9718	3.702095238095238	0.998861682921262	1.0	1.0
UP_SEQ_FEATURE	MOTIF:Prevents secretion from ER	3	2.479338842975207	0.04465052188174588	12317, 67397, 52377	114	66	22187	8.846491228070175	0.9999999984438617	1.0	1.0
GOTERM_BP_DIRECT	GO:0036503~ERAD pathway	3	2.479338842975207	0.04797274513216713	66212, 12317, 52377	117	90	29878	8.512250712250712	1.0	0.6704599986609825	0.6634139356192745
GOTERM_BP_DIRECT	GO:0008104~protein localization	4	3.3057851239669422	0.04813153912431878	18148, 22418, 14694, 56334	117	209	29878	4.8874166768903615	1.0	0.6704599986609825	0.6634139356192745
UP_SEQ_FEATURE	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO1); alternate	4	3.3057851239669422	0.04851151461107786	18148, 11837, 12142, 67891	114	160	22187	4.865570175438596	0.9999999997422667	1.0	1.0
KEGG_PATHWAY	mmu04360:Axon guidance	5	4.132231404958678	0.04894947252703581	218877, 22417, 19876, 22418, 259302	75	181	9718	3.5793738489871085	0.999462301758337	1.0	1.0
GOTERM_BP_DIRECT	GO:0001701~in utero embryonic development	5	4.132231404958678	0.04905553281567238	22339, 17263, 22608, 56334, 12142	117	353	29878	3.617103702089538	1.0	0.6704599986609825	0.6634139356192745
GOTERM_BP_DIRECT	GO:0001893~maternal placenta development	2	1.6528925619834711	0.04932244129195587	56334, 12142	117	13	29878	39.287310979618674	1.0	0.6704599986609825	0.6634139356192745
GOTERM_BP_DIRECT	GO:1990145~maintenance of translational fidelity	2	1.6528925619834711	0.04932244129195587	66475, 20042	117	13	29878	39.287310979618674	1.0	0.6704599986609825	0.6634139356192745
UP_KW_PTM	KW-0597~Phosphoprotein	69	57.02479338842975	0.05009354092732375	268977, 20335, 20499, 235293, 66212, 15382, 72931, 14694, 66214, 259302, 226778, 11745, 24056, 14456, 14732, 13167, 19943, 19989, 268449, 20103, 76808, 109205, 620695, 19876, 67397, 18148, 13170, 18263, 98238, 20384, 22608, 67996, 21835, 13418, 11837, 16525, 16007, 16403, 13850, 269261, 27370, 244864, 21366, 16573, 19167, 14077, 665113, 68813, 13627, 67281, 68052, 11520, 231861, 55949, 72828, 50934, 17427, 68026, 17993, 19652, 78294, 56040, 208618, 71949, 16423, 19735, 67891, 14645, 17756	100	7835	13016	1.146271857051691	0.6034890971879097	0.23794431940478783	0.2254209341729569
GOTERM_CC_DIRECT	GO:1990635~proximal dendrite	2	1.6528925619834711	0.050681074727799605	18552, 17756	121	13	30060	38.2199618563255	0.9999929210691832	0.2962893599471361	0.26120246205865955
GOTERM_BP_DIRECT	GO:0050679~positive regulation of epithelial cell proliferation	3	2.479338842975207	0.05086319852427519	22339, 22418, 14645	117	93	29878	8.237661979597462	1.0	0.6838888758100914	0.67670168471427
UP_KW_MOLECULAR_FUNCTION	KW-0143~Chaperone	5	4.132231404958678	0.05275717857165034	12317, 18148, 13418, 52377, 69387	82	213	12229	3.500801557311348	0.9127511880689053	0.4748146071448531	0.46426317143052304
GOTERM_BP_DIRECT	GO:2001028~positive regulation of endothelial cell chemotaxis	2	1.6528925619834711	0.05301501107896008	22339, 64074	117	14	29878	36.48107448107449	1.0	0.6903112495228801	0.6830565637962857
GOTERM_BP_DIRECT	GO:0089718~amino acid import across plasma membrane	2	1.6528925619834711	0.05301501107896008	21366, 50934	117	14	29878	36.48107448107449	1.0	0.6903112495228801	0.6830565637962857
GOTERM_BP_DIRECT	GO:0015909~long-chain fatty acid transport	2	1.6528925619834711	0.05301501107896008	14077, 11520	117	14	29878	36.48107448107449	1.0	0.6903112495228801	0.6830565637962857
GOTERM_CC_DIRECT	GO:0044322~endoplasmic reticulum quality control compartment	2	1.6528925619834711	0.054472410669937826	66212, 12317	121	14	30060	35.489964580873675	0.9999971573796289	0.31049274081864564	0.2737238636164376
GOTERM_MF_DIRECT	GO:0051082~unfolded protein binding	3	2.479338842975207	0.054587073267577585	12317, 18148, 69387	119	93	29205	7.916779615071835	0.9999999672047004	0.7530452264966387	0.7334218981188761
GOTERM_MF_DIRECT	GO:0042803~protein homodimerization activity	8	6.6115702479338845	0.0546265248597895	67397, 18148, 14694, 18263, 23892, 13850, 208677, 21835	119	841	29205	2.334555700996213	0.9999999676221684	0.7530452264966387	0.7334218981188761
GOTERM_BP_DIRECT	GO:0032868~response to insulin	3	2.479338842975207	0.05481193468359684	20384, 67996, 269275	117	97	29878	7.89796457837695	1.0	0.7062746167042634	0.6988521672158597
GOTERM_MF_DIRECT	GO:0008097~5S rRNA binding	2	1.6528925619834711	0.05511578599706771	67891, 19989	119	14	29205	35.06002400960384	0.9999999723797143	0.7530452264966387	0.7334218981188761
UP_KW_CELLULAR_COMPONENT	KW-0539~Nucleus	41	33.88429752066116	0.056600711983647106	66475, 22339, 68895, 15382, 72931, 14694, 19167, 66214, 665113, 208677, 20677, 246196, 13627, 76884, 68052, 18519, 18514, 72828, 17427, 268449, 20103, 267019, 68026, 20102, 18148, 13170, 98238, 19652, 22608, 20384, 20042, 406217, 67996, 12142, 21835, 78294, 13418, 11837, 93838, 20085, 19735	112	5313	18500	1.2746699470301954	0.8450265102591787	0.3622445566953415	0.33960427190188264
GOTERM_BP_DIRECT	GO:0060993~kidney morphogenesis	2	1.6528925619834711	0.056693361555969726	22417, 20677	117	15	29878	34.049002849002854	1.0	0.7156090637217811	0.708088515760275
GOTERM_BP_DIRECT	GO:0061053~somite development	2	1.6528925619834711	0.056693361555969726	20378, 22418	117	15	29878	34.049002849002854	1.0	0.7156090637217811	0.708088515760275
INTERPRO	IPR015720:Emp24-like	2	1.6528925619834711	0.05710940017569309	56334, 73130	119	11	22137	33.82276546982429	0.9999999999994152	1.0	1.0
GOTERM_MF_DIRECT	GO:0043023~ribosomal large subunit binding	2	1.6528925619834711	0.058935330966697314	18148, 19652	119	15	29205	32.72268907563025	0.9999999920351628	0.7530452264966387	0.7334218981188761
INTERPRO	IPR012677:Nucleotide-bd_a/b_plait_sf	5	4.132231404958678	0.06041185305766178	268449, 15382, 20384, 19652, 67996	119	276	22137	3.3700219218122034	0.9999999999998911	1.0	1.0
GOTERM_CC_DIRECT	GO:0005856~cytoskeleton	11	9.090909090909092	0.06047286573167542	17311, 18148, 208618, 66214, 16573, 406217, 665113, 18519, 226778, 17756, 17427	121	1431	30060	1.9096626643796455	0.9999993342262896	0.3316388725149845	0.29236584813821004
SMART	SM01190:EMP24_GP25L	2	1.6528925619834711	0.06061401533557212	56334, 73130	63	11	10943	31.58152958152958	0.9902172343310279	1.0	1.0
GOTERM_MF_DIRECT	GO:0042277~peptide binding	3	2.479338842975207	0.06095020051836426	12317, 11837, 18552	119	99	29205	7.436974789915967	0.9999999958751548	0.7530452264966387	0.7334218981188761
INTERPRO	IPR011332:Ribosomal_zn-bd	2	1.6528925619834711	0.062137922761235496	67281, 78294	119	12	22137	31.00420168067227	0.9999999999999548	1.0	1.0
GOTERM_CC_DIRECT	GO:0043204~perikaryon	4	3.3057851239669422	0.06216989995269298	14694, 18552, 16525, 14645	121	226	30060	4.396986762232136	0.9999995591303653	0.3316388725149845	0.29236584813821004
GOTERM_CC_DIRECT	GO:0043231~intracellular membrane-bounded organelle	9	7.43801652892562	0.06254592771115935	13418, 52377, 98238, 22608, 13032, 20042, 56334, 16525, 14645	121	1061	30060	2.1073211768096525	0.9999995976537145	0.3316388725149845	0.29236584813821004
GOTERM_MF_DIRECT	GO:0036002~pre-mRNA binding	2	1.6528925619834711	0.06273956635713962	15382, 67996	119	16	29205	30.67752100840336	0.9999999977032851	0.7530452264966387	0.7334218981188761
GOTERM_BP_DIRECT	GO:0061036~positive regulation of cartilage development	2	1.6528925619834711	0.06400762150003425	22418, 16007	117	17	29878	30.04323780794369	1.0	0.7997719979347714	0.7913669567276962
GOTERM_MF_DIRECT	GO:0043422~protein kinase B binding	2	1.6528925619834711	0.06652855300422161	18148, 20384	119	17	29205	28.872960949085517	0.9999999993377549	0.7530452264966387	0.7334218981188761
GOTERM_BP_DIRECT	GO:0000028~ribosomal small subunit assembly	2	1.6528925619834711	0.06764363891223721	20103, 20085	117	18	29878	28.37416904083571	1.0	0.8203449150435042	0.8117236669468465
GOTERM_BP_DIRECT	GO:0007548~sex differentiation	2	1.6528925619834711	0.06764363891223721	22417, 18514	117	18	29878	28.37416904083571	1.0	0.8203449150435042	0.8117236669468465
GOTERM_BP_DIRECT	GO:0045834~positive regulation of lipid metabolic process	2	1.6528925619834711	0.06764363891223721	57875, 14694	117	18	29878	28.37416904083571	1.0	0.8203449150435042	0.8117236669468465
GOTERM_MF_DIRECT	GO:0005085~guanyl-nucleotide exchange factor activity	4	3.3057851239669422	0.06804729981472207	66212, 24056, 68813, 55949	119	232	29205	4.231382208055636	0.9999999995982847	0.7530452264966387	0.7334218981188761
GOTERM_BP_DIRECT	GO:0060070~canonical Wnt signaling pathway	3	2.479338842975207	0.06942867534119192	20378, 22417, 22418	117	111	29878	6.901824901824901	1.0	0.8269357480967454	0.8182452349801265
GOTERM_BP_DIRECT	GO:0006629~lipid metabolic process	7	5.785123966942149	0.06952410493295191	57875, 235293, 14732, 71949, 54326, 13850, 21835	117	742	29878	2.4091275600709565	1.0	0.8269357480967454	0.8182452349801265
GOTERM_MF_DIRECT	GO:0045182~translation regulator activity	2	1.6528925619834711	0.0703023515065152	14694, 110954	119	18	29205	27.26890756302521	0.9999999998090534	0.7530452264966387	0.7334218981188761
GOTERM_BP_DIRECT	GO:0003279~cardiac septum development	2	1.6528925619834711	0.07126565290987756	18552, 12142	117	19	29878	26.880791722896987	1.0	0.8356894871168408	0.826906978359752
GOTERM_BP_DIRECT	GO:0090263~positive regulation of canonical Wnt signaling pathway	3	2.479338842975207	0.07161122525010924	20042, 72043, 20677	117	113	29878	6.779668708872249	1.0	0.8356894871168408	0.826906978359752
INTERPRO	IPR036598:GOLD_dom_sf	2	1.6528925619834711	0.07211533283283475	56334, 73130	119	14	22137	26.575030012004802	0.9999999999999998	1.0	1.0
GOTERM_BP_DIRECT	GO:0042254~ribosome biogenesis	3	2.479338842975207	0.07381685861530397	27176, 11837, 14645	117	115	29878	6.661761426978818	1.0	0.8533780757675795	0.8444096723844119
GOTERM_MF_DIRECT	GO:0015171~amino acid transmembrane transporter activity	2	1.6528925619834711	0.07406102223141213	21366, 50934	119	19	29205	25.833701901813356	0.9999999999449463	0.7530452264966387	0.7334218981188761
GOTERM_MF_DIRECT	GO:0030297~transmembrane receptor protein tyrosine kinase activator activity	2	1.6528925619834711	0.07406102223141213	22339, 23892	119	19	29205	25.833701901813356	0.9999999999449463	0.7530452264966387	0.7334218981188761
GOTERM_BP_DIRECT	GO:0050765~negative regulation of phagocytosis	2	1.6528925619834711	0.07487371694545704	14694, 16423	117	20	29878	25.53675213675214	1.0	0.8572320842565025	0.8482231779546962
